,First,Last,Nickname,Stance,Belt,height,reach,weight,win,lose,draw,total_fights,fighters_id
296,Yousri,Belgaroui,Baby Face Assassin,Orthodox,,195.57999999999998,200.66,83.915,5,3,0,8,FIG3271
297,Rodolfo,Bellato,Trator,Orthodox,,190.5,190.5,92.986,8,2,0,10,FIG2927
298,Danilo,Belluardo,Caterpillar,Southpaw,,182.88,187.96,70.307,12,5,0,17,FIG1839
299,Joey,Beltran,The Mexicutioner,Orthodox,,185.42,190.5,83.915,17,14,0,31,FIG0530
300,Marco,Beltran,Psycho,Orthodox,,172.72,175.26,56.699,8,6,0,14,FIG2329
301,Joseph,Benavidez,,Southpaw,,162.56,165.1,56.699,28,8,0,36,FIG0336
302,Mike,Bencic,Batman,Orthodox,,182.88,,97.522,1,2,0,3,FIG3888
303,Dave,Beneteau,Dangerous,Orthodox,,187.96,,113.398,6,5,1,12,FIG2729
304,Karla,Benitez,,,,160.02,,51.256,14,11,1,26,FIG0883
305,Gabriel,Benitez,Moggly,Southpaw,,172.72,180.34,70.307,23,11,0,34,FIG0424
306,Charles,Bennett,Krazy Horse,Orthodox,,172.72,,70.307,30,33,2,65,FIG0027
307,Josh,Bennett,,Orthodox,,193.04,,117.48,11,14,0,25,FIG0962
308,DeAnna,Bennett,The Argentine Assassin,Orthodox,,162.56,172.72,56.699,8,3,1,12,FIG2630
309,Lance,Benoist,,Southpaw,,180.34,182.88,77.111,7,2,0,9,FIG3191
310,Joe,Benoit,,Orthodox,,175.26,,77.111,11,4,0,15,FIG2208
311,Ryan,Benoit,Baby Face,Orthodox,,165.1,172.72,56.699,10,8,0,18,FIG1675
312,Pat,Benson,,,,175.26,,70.307,3,5,3,11,FIG2864
313,Len,Bentley,,,,175.26,,70.307,10,6,0,16,FIG2055
314,Steve,Berger,The Red Nosed Pitbull,Orthodox,,180.34,,77.111,21,23,2,46,FIG0148
315,Kenneth,Bergh,,Orthodox,,187.96,187.96,92.986,8,0,0,8,FIG3283
316,Bret,Bergmark,The Angry Hick,,,175.26,,77.111,6,1,1,8,FIG3282
317,Keith,Berish,Sha Bang Bang,Orthodox,,182.88,,92.986,5,1,0,6,FIG3554
318,Dennis,Bermudez,The Menace,Orthodox,,167.64000000000001,167.64000000000001,70.307,17,9,0,26,FIG0852
319,Manny,Bermudez,The Bermudez Triangle,Orthodox,,177.8,180.34,65.771,14,2,0,16,FIG2065
320,Talita,Bernardo,,Orthodox,,162.56,172.72,61.235,6,4,0,10,FIG3054
321,Dave,Berry,,,,,,,0,1,0,1,FIG3996
322,Keith,Berry,,,,185.42,,83.915,15,14,1,30,FIG0600
323,Dieusel,Berto,,,,175.26,,90.718,0,3,0,3,FIG3898
324,Edson,Berto,Little Tiger,Orthodox,,167.64000000000001,,70.307,17,12,1,30,FIG0603
325,Allen,Berube,Monstah Lobstah,Orthodox,,172.72,,70.307,4,3,0,7,FIG3515
326,Anton,Berzin,The Body Snatcher,Orthodox,,187.96,,92.986,5,1,0,6,FIG3560
327,Scott,Bessac,,,,193.04,,111.13,4,6,0,10,FIG3055
328,Matt,Bessette,The Mangler,Orthodox,,177.8,177.8,65.771,22,9,0,31,FIG0526
329,Khadzhi,Bestaev,Best,,,198.12,193.04,83.915,10,4,0,14,FIG2240
330,Fernando,Bettega,,,,,,77.111,7,5,0,12,FIG2588
331,Arjan,Bhullar,,Orthodox,,185.42,190.5,111.13,9,1,0,10,FIG3029
332,KB,Bhullar,The Bengal,Switch,,193.04,198.12,83.915,8,2,0,10,FIG3074
333,Bibulatov,Magomed,Chaborz,Orthodox,,165.1,165.1,56.699,14,2,0,16,FIG2002
334,David,Bielkheden,,Orthodox,,177.8,180.34,70.307,24,12,0,36,FIG0325
335,Blake,Bilder,El Animal,Switch,,172.72,172.72,65.771,8,1,1,10,FIG3086
336,Jonas,Bilharinho,,Switch,,180.34,190.5,65.771,9,1,1,11,FIG2922
337,Jeremiah,Billington,,Orthodox,,175.26,,92.986,11,2,0,13,FIG2517
338,Scott,Bills,,,,177.8,,77.111,7,9,1,17,FIG1863
339,Anthony,Birchak,El Toro,Orthodox,,172.72,175.26,61.235,16,8,0,24,FIG1041
340,Chris,Birchler,The Big Buck,Switch,,190.5,,92.986,7,4,0,11,FIG2820
341,Michael,Bisping,The Count,Orthodox,,185.42,190.5,83.915,30,9,0,39,FIG0267
342,Amaury,Bitetti,,Orthodox,,175.26,,83.915,5,2,0,7,FIG3450
343,Caio,Bittencourt,Leao,Orthodox,,182.88,190.5,83.915,14,7,0,21,FIG1345
344,Simon,Biyong,,,,,,92.986,7,1,0,8,FIG3255
345,Jan,Blachowicz,,Orthodox,,187.96,198.12,92.986,29,10,1,40,FIG0232
346,Jason,Black,The Black Legion,Orthodox,,172.72,,70.307,23,4,1,28,FIG0744
347,Brad,Blackburn,Bad Brad,Orthodox,,177.8,185.42000000000002,77.111,18,13,1,32,FIG0496
348,Jason,Blackford,,,,,,,3,3,0,6,FIG3559
349,Tom,Blackledge,,Orthodox,,,,92.986,10,7,0,17,FIG1902
350,Sherrard,Blackledge,The Thriller,Orthodox,,180.34,190.5,70.307,5,1,0,6,FIG3562
351,Da'Mon,Blackshear,The Monster,Switch,,177.8,182.88,61.235,14,6,1,21,FIG1331
352,Erin,Blanchfield,Cold Blooded,Orthodox,,162.56,167.64000000000001,56.699,12,1,0,13,FIG2561
353,Maximo,Blanco,Maxi,Orthodox,,172.72,180.34,65.771,12,8,1,21,FIG1334
354,David,Blanco,,,,170.18,,65.771,2,0,0,2,FIG3966
355,Curtis,Blaydes,Razor,Orthodox,,193.04,203.2,120.202,17,4,0,21,FIG1343
356,Tereza,Bleda,,Orthodox,,175.26,180.34,56.699,7,1,0,8,FIG3254
357,Arlene,Blencowe,Angerfist,,,165.1,,65.771,9,6,0,15,FIG2207
358,Byron,Bloodworth,,Orthodox,,172.72,,61.235,6,3,0,9,FIG3195
359,Dashawn,Boatwright,"Buck, the 400-pound Silverback",Orthodox,,182.88,,92.986,3,1,0,4,FIG3835
360,Dan,Bobish,,Southpaw,,187.96,,156.489,17,9,0,26,FIG0858
361,Mark,Bocek,,Orthodox,,172.72,190.5,70.307,12,5,0,17,FIG1789
362,Kyle,Bochniak,Killer B,Orthodox,,170.18,177.8,65.771,8,5,0,13,FIG2536
363,James,Bochnovic,,Orthodox,,193.04,205.74,92.986,8,3,0,11,FIG2784
364,Jeremy,Boczulak,,,,,,,0,2,0,2,FIG3950
365,Tim,Boetsch,The Barbarian,Orthodox,,182.88,187.96,83.915,21,13,0,34,FIG0395
366,Galore,Bofando,,Switch,,180.34,182.88,77.111,5,3,0,8,FIG3268
367,Jay,Bogan,,,,,,65.771,6,6,0,12,FIG2647
368,Roman,Bogatov,,Orthodox,,172.72,185.42000000000002,70.307,10,1,0,11,FIG2808
369,Derek,Bohi,Marshmallow,,,193.04,,117.934,8,5,0,13,FIG2565
370,Jerry,Bohlander,,Orthodox,,180.34,,90.265,11,4,0,15,FIG2195
371,Mandy,Bohm,Monster,Orthodox,,170.18,180.34,56.699,8,2,0,10,FIG2969
372,Kotetsu,Boku,,Orthodox,,175.26,,69.853,25,11,2,38,FIG0281
373,Gaston,Bolanos,The Dreamkiller,Orthodox,,170.18,175.26,61.235,7,3,0,10,FIG3003
374,Kyle,Bolt,,,,187.96,,83.915,8,4,0,12,FIG2679
375,Denys,Bondar,Psycho,Orthodox,,167.64000000000001,175.26,56.699,16,5,0,21,FIG1376
376,Luc,Bondole,,,,187.96,,92.986,5,2,2,9,FIG3113
377,Tony,Bonello,The Gun,,,187.96,,83.915,16,3,1,20,FIG1418
378,Gabriel,Bonfim,Marretinha,Orthodox,,185.42,182.88,77.111,15,0,0,15,FIG2182
379,Ismael,Bonfim,Marreta,Orthodox,,172.72,180.34,70.307,19,4,0,23,FIG1106
380,Jesse,Bongfeldt,Water,Orthodox,,182.88,,83.915,16,5,1,22,FIG1231
381,Marcos,Bonilla,Murder Marx,,,177.8,,65.771,4,4,0,8,FIG3258
382,Stephan,Bonnar,The American Psycho,Orthodox,,193.04,200.66,92.986,15,9,0,24,FIG1003
383,Rogerio,Bontorin,,Orthodox,,165.1,170.18,56.699,16,4,0,20,FIG1423
384,Ray,Borg,The Tazmexican Devil,Orthodox,,162.56,160.02,61.235,13,5,0,18,FIG1751
385,Igor,Borisov,,Orthodox,,182.88,,106.594,1,1,0,2,FIG3973
386,Kevin,Borjas,El Gallo Negro,Orthodox,,165.1,172.72,56.699,9,1,0,10,FIG2968
387,Calen,Born,,Switch,,172.72,182.88,77.111,7,1,0,8,FIG3276
388,Caio,Borralho,The Natural,Southpaw,,177.8,190.5,83.915,14,1,0,15,FIG2184
389,Zachary,Borrego,The Dragon,Switch,,187.96,198.12,83.915,3,1,0,4,FIG3818
390,Viacheslav,Borshchev,Slava Claus,Orthodox,,180.34,175.26,70.307,7,3,0,10,FIG3014
391,Tanner,Boser,The Bulldozer,Orthodox,,187.96,190.5,92.986,21,10,1,32,FIG0486
392,Steve,Bosse,The Boss,Orthodox,,180.34,182.88,92.986,12,2,0,14,FIG2264
393,Marcus,Bossett,The Grasshopper,Orthodox,,185.42,,97.522,1,3,0,4,FIG3840
394,Chris,Bostick,,,,,,,6,3,0,9,FIG3177
395,Poliana,Botelho,,Orthodox,,172.72,170.18,56.699,8,5,0,13,FIG2566
396,Francois,Botha,White Buffalo,Orthodox,,187.96,,117.934,0,1,0,1,FIG4011
397,Gregory,Bouchelaghem,,Switch,,187.96,,83.007,5,4,0,9,FIG3175
398,Roy,Boughton,Black Dynamite,,,182.88,,92.986,14,8,0,22,FIG1233
399,Rich,Bouphanouvong,,,,170.18,,77.111,1,4,0,5,FIG3764
400,Mike,Bourke,The Rhino,Orthodox,,182.88,,124.738,10,16,1,27,FIG0795
401,Jess,Bouscal,,,,,,70.307,3,2,0,5,FIG3766
402,Tai,Bowden,,,,180.34,,104.326,1,1,0,2,FIG3984
403,Melton,Bowen,The Punisher,Orthodox,,182.88,,102.058,0,1,0,1,FIG4016
404,Kyron,Bowen,Bullseye,Orthodox,,190.5,185.42000000000002,83.915,9,5,0,14,FIG2345
405,Brian,Bowles,,Orthodox,,170.18,177.8,61.235,10,3,0,13,FIG2463
406,Roger,Bowling,Relentless,Orthodox,,175.26,172.72,70.307,12,6,0,18,FIG1759
407,Blake,Bowman,,,,187.96,,77.111,2,6,0,8,FIG3251
408,Ashe,Bowman,The Archer,,,175.26,,70.307,9,11,0,20,FIG1434
409,Anvar,Boynazarov,The Uzbek,Orthodox,,175.26,,65.771,3,1,0,4,FIG3837
410,Colley,Bradford,,,,170.18,,65.771,0,1,0,1,FIG4022
411,Kyle,Bradley,,Orthodox,,175.26,180.34,70.307,19,12,0,31,FIG0549
412,Paul,Bradley,The Gentleman,Orthodox,,175.26,,77.111,23,8,0,31,FIG0533
413,Sean,Brady,,Orthodox,,177.8,182.88,77.111,15,1,0,16,FIG2028
414,Ebenezer Fontes,Braga,Pitbull,Orthodox,,182.88,,90.265,13,7,2,22,FIG1253
415,Ramiz,Brahimaj,,Orthodox,,177.8,182.88,77.111,10,4,0,14,FIG2314
416,Joe,Brammer,The South Side Strangler,Orthodox,,172.72,,70.307,7,3,1,11,FIG2760
417,David,Branch,,Orthodox,,185.42,198.12,83.915,22,6,0,28,FIG0694
418,Diego,Brandao,DB,Orthodox,,170.18,162.56,65.771,22,11,0,33,FIG0454
419,Bruna,Brasil,,Orthodox,,167.64000000000001,165.1,52.163,9,3,1,13,FIG2471
420,Michael,Bravo,,,,,,70.307,7,4,0,11,FIG2815
421,Martin,Bravo,El Toro,Southpaw,,172.72,180.34,65.771,11,3,0,14,FIG2336
422,Roman,Bravo-Young,,,,,,92.986,0,1,0,1,FIG4027
423,Mike,Breeden,Money,Orthodox,,177.8,177.8,70.307,10,6,0,16,FIG2019
424,Tom,Breese,,Southpaw,,190.5,185.42000000000002,83.915,12,3,0,15,FIG2223
425,Elves,Brener,,Orthodox,,177.8,182.88,70.307,15,3,0,18,FIG1653
426,Chris,Brennan,The Westside Strangler,Orthodox,,172.72,,77.111,21,13,1,35,FIG0375
427,Charlie,Brenneman,The Spaniard,Orthodox,,177.8,177.8,70.307,19,8,0,27,FIG0780
428,Robert,Breslin,The Bullet,,,180.34,,70.307,3,9,0,12,FIG2595
429,Mack,Brewer,,,,,,92.986,0,1,0,1,FIG4030
430,Marcos,Brigagao,Ironside,Southpaw,,190.5,193.04,92.986,11,1,0,12,FIG2591
431,Jason,Brilz,Hitman,Orthodox,,180.34,180.34,92.986,22,6,1,29,FIG0667
432,Marcus,Brimage,The Bama Beast,Southpaw,,162.56,180.34,61.235,7,7,0,14,FIG2354
433,Aaron,Brink,,Orthodox,,190.5,,92.986,26,26,0,52,FIG0091
434,Henry,Briones,Bure,Orthodox,,172.72,175.26,61.235,16,8,1,25,FIG0938
435,Marcelo,Brito,Jungle Boy,Orthodox,,185.42,,77.111,13,8,0,21,FIG1309
436,Joanderson,Brito,Tubarao,Orthodox,,172.72,182.88,65.771,15,3,1,19,FIG1543
437,Kaik,Brito,,Orthodox,,180.34,182.88,77.111,16,5,0,21,FIG1395
438,Antwain,Britt,The Juggernaut,,,185.42,195.58,92.986,11,6,0,17,FIG1895
439,Drew,Brokenshire,,,,,,,16,6,0,22,FIG1206
440,Mike,Bronzoulis,The Greek,,,182.88,,70.307,18,9,1,28,FIG0738
441,Jonathan,Brookins,,Southpaw,,182.88,187.96,65.771,16,10,0,26,FIG0856
442,Will,Brooks,Ill,Orthodox,,177.8,182.88,70.307,18,4,0,22,FIG1198
443,Jarred,Brooks,The Monkey God,Switch,,160.02,157.48,56.699,13,2,0,15,FIG2222
444,Rob,Broughton,The Bear,Orthodox,,187.96,187.96,120.202,16,7,1,24,FIG1030
445,Lee,Brousseau,Manimal,,,185.42,,92.986,5,3,0,8,FIG3253
446,Matt,Brown,The Immortal,Orthodox,,182.88,190.5,77.111,26,19,0,45,FIG0177
447,Mike,Brown,,Orthodox,,167.64000000000001,177.8,65.771,26,9,0,35,FIG0376
448,Dominic,Brown,,,,180.34,,86.182,16,23,0,39,FIG0261
449,Todd,Brown,Bulldog,Orthodox,,180.34,,92.986,16,4,0,20,FIG1478
450,Terrell,Brown,,,,,,83.915,3,1,0,4,FIG3824
451,Chris,Brown,,,,,,77.111,10,1,0,11,FIG2851
452,Frederick,Brown,,,,182.88,,106.594,3,2,0,5,FIG3733
453,Randy,Brown,Rudeboy,Orthodox,,190.5,198.12,77.111,17,5,0,22,FIG1195
454,Damien,Brown,Beatdown,Orthodox,,177.8,172.72,70.307,17,12,0,29,FIG0628
455,TJ,Brown,Downtown,Switch,,175.26,182.88,65.771,17,10,0,27,FIG0790
456,Humberto,Brown Morrison,,,,177.8,,65.771,4,6,0,10,FIG3036
457,Travis,Browne,Hapa,Orthodox,,198.12,200.66,115.666,18,7,1,26,FIG0853
458,Junie,Browning,,Orthodox,,175.26,,70.307,5,6,0,11,FIG2881
459,Jules,Bruchez,,Southpaw,,182.88,,92.986,1,2,0,3,FIG3908
460,Justin,Bruckmann,Loaf,Orthodox,,175.26,,77.111,7,3,0,10,FIG3091
461,Cody,Brundage,,Orthodox,,182.88,182.88,83.915,8,5,0,13,FIG2567
462,Steve,Bruno,Hollywood,Orthodox,,177.8,,77.111,15,6,0,21,FIG1382
463,Fernando,Bruno,Acougueiro,,,167.64000000000001,,65.771,15,4,0,19,FIG1516
464,Derek,Brunson,The One,Southpaw,,185.42,195.58,83.915,23,9,0,32,FIG0498
465,Josh,Bryant,The Beast,Orthodox,,177.8,,83.915,15,4,0,19,FIG1532
466,Dennis,Bryant,The Beard,Orthodox,,182.88,,92.986,5,2,0,7,FIG3505
467,Robert,Bryczek,,,,,,83.915,17,5,0,22,FIG1287
468,Lukasz,Brzeski,The Bull,Orthodox,,193.04,198.12,107.048,8,4,1,13,FIG2403
469,Justin,Buchholz,,Orthodox,,182.88,185.42000000000002,70.307,15,10,0,25,FIG0972
470,Zak,Bucia,,,,177.8,,77.111,17,8,0,25,FIG0970
471,Courtney,Buck,,Orthodox,,177.8,,61.235,12,11,0,23,FIG1096
472,Joaquin,Buckley,New Mansa,Southpaw,,177.8,193.04,77.111,16,6,0,22,FIG1277
473,Martin,Buday,Badys,Orthodox,,193.04,195.58,120.202,13,1,0,14,FIG2262
474,Julia,Budd,,,,170.18,170.18,65.771,10,2,0,12,FIG2656
475,Dylan,Budka,The Mindless Hulk,Switch,,182.88,190.5,83.915,7,2,0,9,FIG3179
476,Mike,Budnik,,Orthodox,,175.26,172.72,65.771,13,4,0,17,FIG1796
477,Francisco,Bueno,,Orthodox,,175.26,,102.058,5,2,0,7,FIG3403
478,Mayra,Bueno Silva,Sheetara,Orthodox,,167.64000000000001,167.64000000000001,61.235,11,2,1,14,FIG2351
479,Paul,Buentello,The Headhunter,Orthodox,,187.96,195.58,111.13,35,17,0,52,FIG0082
480,Modestas,Bukauskas,The Baltic Gladiator,Switch,,190.5,198.12,92.986,15,5,0,20,FIG1446
481,Lee Kwan,Bum,,Orthodox,,187.96,,129.727,0,1,0,1,FIG4002
482,Josh,Bumgarner,,,,185.42,,77.111,6,4,0,10,FIG2999
483,Shawn,Bunch,Bunch the Great,,,165.1,,61.235,7,3,0,10,FIG3000
484,Felipe,Bunes,Felipinho,Orthodox,,170.18,175.26,56.699,13,6,0,19,FIG1564
485,Shane,Burgos,Hurricane,Orthodox,,180.34,190.5,65.771,15,3,0,18,FIG1737
486,Joshua,Burkman,The People's Warrior,Orthodox,,177.8,182.88,77.111,28,16,0,44,FIG0187
487,Justin,Burlinson,,Switch,,185.42,187.96,77.111,6,1,0,7,FIG3399
488,Mads,Burnell,,Orthodox,,172.72,175.26,65.771,9,3,0,12,FIG2639
489,Mikey,Burnett,The Eastside Assassin,Orthodox,,167.64000000000001,,77.111,5,2,0,7,FIG3396
490,Kevin,Burns,The Fire,Orthodox,,177.8,187.96,77.111,12,7,0,19,FIG1567
491,Gilbert,Burns,Durinho,Orthodox,,177.8,180.34,77.111,22,6,0,28,FIG0695
492,Josh,Burns,The Hammer,,,185.42,,110.676,8,10,0,18,FIG1680
493,Herbert,Burns,The Blaze,Orthodox,,175.26,185.42000000000002,65.771,11,4,0,15,FIG2194
494,Derrick,Burnsed,,,,,,70.307,1,0,3,4,FIG3849
495,Nah-Shon,Burrell,The Rock n Rolla,Orthodox,,180.34,,77.111,15,7,0,22,FIG1276
496,Martin,Buschkamp,,Orthodox,,175.26,,65.771,9,0,0,9,FIG3244
497,George,Bush,,,,185.42,,92.986,5,2,0,7,FIG3432
498,Bubba,Bush,The Fightin' Texas Aggie,Orthodox,,182.88,,83.915,8,3,0,11,FIG2852
499,Dakota,Bush,,Orthodox,,177.8,185.42000000000002,70.307,8,4,0,12,FIG2667
500,Murilo,Bustamante,,Orthodox,,187.96,,83.007,15,8,1,24,FIG1016
501,Nick,Bustamante,,,,175.26,,77.111,5,3,0,8,FIG3247
502,Eduardo,Bustillos,,,,172.72,,61.235,5,3,0,8,FIG3269
503,Jason,Butcher,,,,190.5,,83.915,10,2,0,12,FIG2701
504,Todd,Butler,,Southpaw,,185.42,,90.718,1,4,0,5,FIG3737
505,Goldman,Butler,,,,,,,1,4,0,5,FIG3740
506,Ian,Butler,,,,172.72,,70.307,3,3,0,6,FIG3549
507,Raphael,Butler,The Silencer,,,190.5,,118.388,9,2,1,12,FIG2671
508,Jesse,Butler,,Orthodox,,177.8,185.42000000000002,65.771,12,5,0,17,FIG1856
509,JP,Buys,Young Savage,Orthodox,,165.1,170.18,61.235,9,6,0,15,FIG2203
510,Dennis,Buzukja,The Great,Switch,,175.26,177.8,65.771,8,3,0,11,FIG2915
511,Charles,Byrd,Kid Dynamite,Orthodox,,177.8,185.42000000000002,83.915,10,7,0,17,FIG1816
512,Steve,Byrnes,The Sergeant,Orthodox,,182.88,,77.111,6,1,0,7,FIG3425
513,Michael,Byrnes,,,,180.34,,70.307,5,3,0,8,FIG3281
514,Yan,Cabral,,Orthodox,,180.34,185.42000000000002,70.307,13,3,0,16,FIG2049
515,Alvin,Cacdac,,Orthodox,,167.64000000000001,,56.699,18,13,0,31,FIG0545
516,Alex,Caceres,Bruce Leeroy,Southpaw,,177.8,185.42000000000002,65.771,21,14,0,35,FIG0367
517,Vince,Cachero,The Anomaly,Orthodox,,167.64000000000001,172.72,65.771,7,4,0,11,FIG2905
518,Priscila,Cachoeira,Zombie Girl,Orthodox,,170.18,165.1,56.699,12,5,0,17,FIG1853
519,Travis,Calanoc,The Dark Knight,Orthodox,,172.72,,65.771,5,1,0,6,FIG3538
520,Ricky,Calatayud,,,,175.26,,56.699,16,2,0,18,FIG1702
521,Darrion,Caldwell,The Wolf,,,177.8,,61.235,10,1,0,11,FIG2918
522,Taylor,Callens,,,,177.8,,70.307,6,0,0,6,FIG3525
523,Cynthia,Calvillo,,Orthodox,,162.56,162.56,52.163,9,6,1,16,FIG1991
524,Joe,Camacho,,Orthodox,,175.26,,70.307,13,19,3,35,FIG0370
525,Frank,Camacho,The Crank,Orthodox,,177.8,185.42000000000002,70.307,22,10,0,32,FIG0487
526,Fabricio,Camoes,Morango,Orthodox,,177.8,180.34,70.307,14,9,1,24,FIG1020
527,Chris,Camozzi,,Orthodox,,187.96,190.5,83.915,24,13,0,37,FIG0318
528,Brian,Camozzi,Mantis,Orthodox,,187.96,198.12,77.111,7,5,0,12,FIG2584
529,Ricky,Camp,2 Slick,,,170.18,,61.235,11,4,0,15,FIG2096
530,Mike,Campbell,The Beast,Southpaw,,175.26,,70.307,13,4,0,17,FIG1879
531,Thomas,Campbell,,,,,,,3,3,0,6,FIG3532
532,Shane,Campbell,Shaolin,Orthodox,,182.88,180.34,70.307,14,6,0,20,FIG1424
533,Charlie,Campbell,The Cannibal,Orthodox,,182.88,182.88,70.307,8,2,0,10,FIG3104
534,John,Campetella,,Orthodox,,175.26,,106.594,0,1,0,1,FIG4074
535,Wagner,Campos,Galeto,Southpaw,,167.64000000000001,,65.771,12,10,0,22,FIG1290
536,Derek,Campos,The Stallion,,,175.26,,70.307,19,6,0,25,FIG0946
537,Will,Campuzano,,Orthodox,,175.26,177.8,56.699,14,6,0,20,FIG1435
538,Aleksa,Camur,,Orthodox,,185.42,187.96,92.986,6,3,0,9,FIG3135
539,Chico,Camus,The King,Orthodox,,167.64000000000001,167.64000000000001,56.699,17,7,0,24,FIG1031
540,Asbel,Cancio,,,,177.8,,102.058,0,1,0,1,FIG4071
541,Carlos,Candelario,The Cannon,Southpaw,,172.72,172.72,56.699,8,3,0,11,FIG2916
542,Ronaldo,Candido,Pacman,Southpaw,,167.64000000000001,,56.699,6,0,0,6,FIG3661
543,Luiz,Cane,Banha,Southpaw,,187.96,195.58,83.915,17,7,0,24,FIG1036
544,Guido,Cannetti,Ninja,Southpaw,,167.64000000000001,172.72,61.235,10,8,0,18,FIG1695
545,Jared,Cannonier,The Killa Gorilla,Switch,,180.34,195.58,83.915,17,6,0,23,FIG1108
546,Jose,Canseco,,Orthodox,,193.04,,108.862,0,1,0,1,FIG4073
547,Cody,Canterbury,,,,172.72,,70.307,1,10,0,11,FIG2902
548,Bo,Cantrell,Redrum,Orthodox,,187.96,,106.594,10,10,0,20,FIG1421
549,Steve,Cantwell,The Robot,Orthodox,,187.96,190.5,83.915,7,6,0,13,FIG2410
550,Paul,Capaldo,,,,170.18,,61.235,6,0,0,6,FIG3656
551,Phil,Caracappa,The Hitman,Orthodox,,172.72,177.8,61.235,6,1,0,7,FIG3419
552,Frank,Caracci,,,,,,,2,3,0,5,FIG3745
553,Gina,Carano,Conviction,Orthodox,,172.72,,65.771,7,1,0,8,FIG3259
554,Dos,Caras Jr.,,Orthodox,,193.04,,102.058,9,5,0,14,FIG2389
555,Bryan,Caraway,Kid Lightning,Orthodox,,172.72,172.72,61.235,21,9,0,30,FIG0607
556,Remo,Cardarelli,,,,,,61.235,7,5,0,12,FIG2688
557,Phil,Cardella,,,,180.34,,70.307,8,5,0,13,FIG2533
558,Edgar,Cardenas,Kitty Katt,,,,,65.771,4,1,0,5,FIG3734
559,Chris,Cariaso,Kamikaze,Southpaw,,160.02,162.56,56.699,17,8,0,25,FIG0959
560,Ronald,Carillo,,,,,,56.699,4,2,0,6,FIG3631
561,Rafael,Carino,,Orthodox,,203.2,,111.13,2,1,1,4,FIG3815
562,Don,Carlo-Clauss,,,,,,77.111,10,7,0,17,FIG1897
563,Antonio,Carlos Junior,Cara de Sapato,Orthodox,,187.96,200.66,83.915,11,5,0,16,FIG1924
564,Spike,Carlyle,Alpha Ginger,Switch,,172.72,180.34,65.771,9,3,0,12,FIG2698
565,Francis,Carmont,Limitless,Orthodox,,190.5,198.12,92.986,25,12,0,37,FIG0313
566,Liz,Carmouche,Girlrilla,Orthodox,,167.64000000000001,167.64000000000001,56.699,13,7,0,20,FIG1495
567,Roan,Carneiro,Jucao,Orthodox,,180.34,193.04,77.111,21,11,0,32,FIG0479
568,Ariane,Carnelossi,Sorriso,Orthodox,,157.48000000000002,154.94,52.163,14,3,0,17,FIG1868
569,Luana,Carolina,Dread,Orthodox,,167.64000000000001,175.26,56.699,9,4,0,13,FIG2518
570,Tim,Caron,The Bear,Orthodox,,185.42,,83.915,7,1,0,8,FIG3250
571,Clayton,Carpenter,,Orthodox,,167.64000000000001,167.64000000000001,56.699,7,0,0,7,FIG3411
572,Gabriel,Carrasco,,,,167.64000000000001,,61.235,7,0,0,7,FIG3410
573,Cody,Carrillo,,,,177.8,,70.307,11,16,0,27,FIG0804
574,Cain,Carrizosa,The Insane,Orthodox,,172.72,,70.307,10,3,0,13,FIG2515
575,Roger,Carroll,The Leprechaun,,,177.8,,77.111,16,14,0,30,FIG0593
576,Jonny,Carson,,,,177.8,,70.307,11,7,0,18,FIG1683
577,Scott,Carson,,,,187.96,,97.522,4,2,0,6,FIG3643
578,Shonie,Carter,Mr. International,Southpaw,,177.8,,77.111,51,31,7,89,FIG0010
579,Jack,Cartwright,,Orthodox,,175.26,172.72,61.235,10,1,0,11,FIG2854
580,Bruno,Carvalho,,,,172.72,,69.853,10,5,0,15,FIG2160
581,Antonio,Carvalho,Pato,Orthodox,,175.26,177.8,65.771,15,6,0,21,FIG1304
582,Rafael,Carvalho,,,,190.5,,83.915,14,1,0,15,FIG2159
583,Shane,Carwin,The Engineer,Orthodox,,187.96,203.2,120.202,12,2,0,14,FIG2271
584,Johnny,Case,Hollywood,Orthodox,,177.8,182.88,70.307,22,6,0,28,FIG0745
585,Kevin,Casey,King,Southpaw,,180.34,195.58,83.915,9,5,2,16,FIG1962
586,Cortney,Casey,Cast Iron,Orthodox,,170.18,170.18,56.699,10,10,0,20,FIG1458
587,Brandon,Cash,Money,Orthodox,,195.57999999999998,,115.666,10,4,0,14,FIG2277
588,Bendy,Casimir,,Southpaw,,165.1,,65.771,20,14,2,36,FIG0322
589,Dwayne,Cason,,Orthodox,,177.8,,96.162,1,1,0,2,FIG3960
590,Joe,Cason,,,,190.5,,92.986,9,1,0,10,FIG3013
591,John,Castaneda,Sexy Mexi,Switch,,167.64000000000001,180.34,61.235,20,6,0,26,FIG0838
592,Eric,Castile,,,,172.72,,65.771,3,2,0,5,FIG3727
593,Gil,Castillo,,Southpaw,,175.26,,77.111,8,5,0,13,FIG2511
594,Danny,Castillo,Last Call,Orthodox,,175.26,180.34,70.307,17,10,0,27,FIG0770
595,Raul,Castillo,,Orthodox,,180.34,,83.915,7,1,0,8,FIG3264
596,Jenna,Castillo,,,,157.48000000000002,,56.699,1,0,0,1,FIG4035
597,Tim,Catalfo,Obake,Orthodox,,180.34,,106.594,4,2,0,6,FIG3639
598,Nick,Catone,The Jersey Devil,Southpaw,,182.88,182.88,83.915,10,4,0,14,FIG2289
